"Manufacturing, industrial, and energy facility metadata"

version:,2025_Q4.20260109.0
created:,Fri Jan  9 12:47:14 2026 (PST)
unique_id,Segment,Company,Technology,Subcategory,Decarb_Sector,Project_Type,Current_Facility_Status,Estimated_Total_Facility_CAPEX,Announcement_Date,State,Address,CD119_2024,CD119_2024_Name,US Senator 1: Name,US Senator 1: Party,US Senator 2: Name,US Senator 2: Party,US Representative Name,US Representative Party,county_2020_fips_code,county_2020_geoid,census_tract_2020_id,census_tract_2020_geoid,census_tract_2020_name,county_2010_fips_code,county_2010_geoid,census_tract_2010_id,census_tract_2010_geoid,census_tract_2010_name,census_2022_zip5,Latitude,Longitude,LatLon_Valid
M.B.UBE_LA_0,Manufacturing,UBE Corporation,Batteries,EAM,Clean Tech Manufacturing,New,Under Construction,507.085657,2024-02-29,LA,"10800 River Rd, Avondale, LA 70094",2202.0,LA-02,Bill Cassidy,Republican,John Neely Kennedy,Republican,Troy Carter,Democratic,51.0,22051.0,27501.0,22051027501.0,Census Tract 275.01,51.0,22051.0,27501.0,22051027501.0,Census Tract 275.01,70094.0,29.956521,-90.266301,True
M.B.Ultium_MI_0,Manufacturing,Ultium Cells LLC,Batteries,Cells,Clean Tech Manufacturing,New,Under Construction,2804.031774,2022-01-01,MI,"7111 Davis Hwy, Lansing, MI 48917",2607.0,MI-07,Gary Peters,Democratic,Elissa Slotkin,Democratic,Tom Barrett,Republican,45.0,26045.0,20302.0,26045020302.0,Census Tract 203.02,45.0,26045.0,20302.0,26045020302.0,Census Tract 203.02,48917.0,42.685143,-84.693225,True
M.B.Ultium_OH_0,Manufacturing,Ultium Cells LLC,Batteries,Cells,Clean Tech Manufacturing,New,Operating,2602.411315,2020-03-05,OH,"7400 Tod Ave SW, Warren, OH 44481",3914.0,OH-14,Jon Husted,Republican,Bernie Moreno,Republican,David Joyce,Republican,155.0,39155.0,933400.0,39155933400.0,Census Tract 9334,155.0,39155.0,933400.0,39155933400.0,Census Tract 9334,44481.0,41.152251,-80.860397,True
M.B.Ultium_TN_0,Manufacturing,Ultium Cells LLC,Batteries,Cells,Clean Tech Manufacturing,New,Operating,2586.554438,2021-04-01,TN,"100 Saturn Pkwy, Spring Hill, TN 37174",4705.0,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,119.0,47119.0,10201.0,47119010201.0,Census Tract 102.01,119.0,47119.0,10201.0,47119010201.0,Census Tract 102.01,37174.0,35.743223,-86.957363,True
M.B.Ultium_TN_1,Manufacturing,Ultium Cells LLC,Batteries,Cells,Clean Tech Manufacturing,Expansion,Operating,283.882291,2022-12-02,TN,"100 Saturn Pkwy, Spring Hill, TN 37174",4705.0,TN-05,Marsha Blackburn,Republican,Bill Hagerty,Republican,Andy Ogles,Republican,119.0,47119.0,10201.0,47119010201.0,Census Tract 102.01,119.0,47119.0,10201.0,47119010201.0,Census Tract 102.01,37174.0,35.743223,-86.957363,True
M.B.Vingroup_NC_0,Manufacturing,Vingroup,Batteries,"Cells, Modules",Clean Tech Manufacturing,New,Under Construction,1674.165041,2022-03-29,NC,"Chatham County's Triangle Innovation Point, NC",3709.0,NC-09,Ted Budd,Republican,Thom Tillis,Republican,Richard Hudson,Republican,37.0,37037.0,20300.0,37037020300.0,Census Tract 203,37.0,37037.0,20300.0,37037020300.0,Census Tract 203,27355.0,35.7547,-79.5252,True
M.B.Xerion_OH_0,Manufacturing,Xerion Advanced Battery Corp,Batteries,EAM,Clean Tech Manufacturing,Restart,Operating,23.825856,2019-12-13,OH,"250 Northwoods Blvd, Vandalia, OH 45377",3910.0,OH-10,Jon Husted,Republican,Bernie Moreno,Republican,Michael Turner,Republican,113.0,39113.0,115011.0,39113115011.0,Census Tract 1150.11,113.0,39113.0,115011.0,39113115011.0,Census Tract 1150.11,45377.0,39.899899,-84.193603,True
M.B.Zinc8_NY_0,Manufacturing,Zinc8 Energy Solutions,Batteries,"Cells, Modules",Clean Tech Manufacturing,New,Announced,34.685573,2023-01-28,NY,"Ulster County, NY",,,,,,,,,,,,,,,,,,,,41.9437,-74.30399,False
M.B.Amprius_CA_0,Manufacturing,Amprius Technologies,Batteries,EAM,Clean Tech Manufacturing,Expansion,Operating,,2023-09-18,CA,"1180 Page Ave, Fremont, CA 94538",617.0,CA-17,Alex Padilla,Democratic,Adam Schiff,Democratic,Ro Khanna,Democratic,1.0,6001.0,441503.0,6001441503.0,Census Tract 4415.03,1.0,6001.0,441503.0,6001441503.0,Census Tract 4415.03,94538.0,37.46814,-121.92595,True
M.B.Starz_CA_0,Manufacturing,Starz Electronics,Batteries,EAM,Clean Tech Manufacturing,New,Announced,,2023-12-15,CA,"43200 Business Park Dr, Temecula, CA 92590",648.0,CA-48,Alex Padilla,Democratic,Adam Schiff,Democratic,Darrell Issa,Republican,65.0,6065.0,51200.0,6065051200.0,Census Tract 512,65.0,6065.0,51200.0,6065051200.0,Census Tract 512,92590.0,33.5032,-117.1633,True
M.B.WisconsinBattery_WI_0,Manufacturing,Wisconsin Battery Company,Batteries,Modules,Clean Tech Manufacturing,New,Canceled prior to operation,,2024-01-11,WI,"Portage, WI",,,,,,,,,,,,,,,,,,,,43.53951,-89.46563,False
M.B.TAB_MO_0,Manufacturing,TAB USA,Batteries,Modules,Clean Tech Manufacturing,New,Operating,20.283426,2024-01-19,MO,"US-69 &, S Liberty Pkwy, Liberty, MO 64068",2906.0,MO-06,Josh Hawley,Republican,Eric Schmitt,Republican,Sam Graves,Republican,47.0,29047.0,20802.0,29047020802.0,Census Tract 208.02,47.0,29047.0,22302.0,29047022302.0,Census Tract 223.02,64068.0,39.21625,-94.47111,True
M.B.LAND_OH_0,Manufacturing,LAND Energy,Batteries,Modules,Clean Tech Manufacturing,Expansion,Operating,3.042514,2024-01-16,OH,"1265 W 65th St, Cleveland, OH 44102",3911.0,OH-11,Jon Husted,Republican,Bernie Moreno,Republican,Shontel Brown,Democratic,35.0,39035.0,197500.0,39035197500.0,Census Tract 1975,35.0,39035.0,103100.0,39035103100.0,Census Tract 1031,44102.0,41.48745,-81.72989,True
M.B.Nxu_AZ2_0,Manufacturing,Nxu Inc.,Batteries,"Cells, Modules",Clean Tech Manufacturing,New,Operating,,2023-07-05,AZ,"63 S. Rockford Drive in Tempe, AZ",404.0,AZ-04,Ruben Gallego,Democratic,Mark Kelly,Democratic,Greg Stanton,Democratic,13.0,4013.0,318400.0,4013318400.0,Census Tract 3184,13.0,4013.0,318400.0,4013318400.0,Census Tract 3184,85281.0,33.43222,-111.89752,True
M.B.Nanograf_IL2_0,Manufacturing,NanoGraf,Batteries,EAM,Clean Tech Manufacturing,New,Operating,10.141713,2024-03-07,IL,"455 N Ashland Ave, Chicago, IL 60622",1707.0,IL-07,Tammy Duckworth,Democratic,Dick Durbin,Democratic,Danny K. Davis,Democratic,31.0,17031.0,243300.0,17031243300.0,Census Tract 2433,31.0,17031.0,243300.0,17031243300.0,Census Tract 2433,60622.0,41.89048,-87.6668,True
M.B.Ascend_MA_0,Manufacturing,Ascend Elements,Batteries,EAM,Clean Tech Manufacturing,Expansion,Operating,,2023-09-12,MA,"133 Flanders Rd, Westborough, MA 01581",2502.0,MA-02,Edward J. Markey,Democratic,Elizabeth Warren,Democratic,Jim McGovern,Democratic,27.0,25027.0,761200.0,25027761200.0,Census Tract 7612,27.0,25027.0,761200.0,25027761200.0,Census Tract 7612,1581.0,42.27521,-71.57139,True
M.B.Soelect_NC_0,Manufacturing,Soelect,Batteries,EAM,Clean Tech Manufacturing,New,Operating,,2022-02-08,NC,"4355 Federal Dr, Greensboro, NC 27410",3706.0,NC-06,Ted Budd,Republican,Thom Tillis,Republican,Addison McDowell,Republican,81.0,37081.0,16406.0,37081016406.0,Census Tract 164.06,81.0,37081.0,16406.0,37081016406.0,Census Tract 164.06,27410.0,36.06463,-79.95179,True
M.B.Nikola_AZ_0,Manufacturing,Nikola,Batteries,Modules,Clean Tech Manufacturing,New,Operating,,2023-01-13,AZ,"680 E Houser Rd, Coolidge, AZ 85128",402.0,AZ-02,Ruben Gallego,Democratic,Mark Kelly,Democratic,Eli Crane,Republican,21.0,4021.0,802.0,4021000802.0,Census Tract 8.02,21.0,4021.0,802.0,4021000802.0,Census Tract 8.02,85131.0,32.77911,-111.50688,True
M.B.Orion_TX_0,Manufacturing,Orion SA,Batteries,EAM,Clean Tech Manufacturing,New,Under Construction,137.466898,2022-05-05,TX,"11811 Strang Rd, La Porte, TX 77571",4836.0,TX-36,John Cornyn,Republican,Ted Cruz,Republican,Brian Babin,Republican,201.0,48201.0,343601.0,48201343601.0,Census Tract 3436.01,201.0,48201.0,343600.0,48201343600.0,Census Tract 3436,77571.0,29.703538,-95.049529,True
M.B.GreenLiIon_OK_0,Manufacturing,Green Li-Ion,Batteries,EAM,Clean Tech Manufacturing,New,Operating,4.114288,2023-09-20,OK,"Atoka, OK, 74525",4002.0,OK-02,James Lankford,Republican,Markwayne Mullin,Republican,Josh Brecheen,Republican,5.0,40005.0,587700.0,40005587700.0,Census Tract 5877,5.0,40005.0,587700.0,40005587700.0,Census Tract 5877,74525.0,34.38664,-96.12902,True
M.B.Ion_MD_0,Manufacturing,Ion Storage Systems,Batteries,Cells,Clean Tech Manufacturing,Expansion,Under Construction,74.205451,2024-05-07,MD,"12500 Baltimore Ave d, Beltsville, MD 20705",2404.0,MD-04,Angela Alsobrooks,Democratic,Chris Van Hollen,Democratic,Glenn Ivey,Democratic,33.0,24033.0,807408.0,24033807408.0,Census Tract 8074.08,33.0,24033.0,807408.0,24033807408.0,Census Tract 8074.08,20705.0,39.06205,-76.88732,True
M.B.ZincFive_OR_0,Manufacturing,ZincFive,Batteries,Modules,Clean Tech Manufacturing,New,Under Construction,,2024-05-21,OR,"Tualatin, OR",,,,,,,,,,,,,,,,,,,,45.38129,-122.76456,False
M.B.NuEnergy_SC_0,Manufacturing,NuEnergy,Batteries,EAM,Clean Tech Manufacturing,New,Operating,11.087916,2024-06-18,SC,"564 Ecology Ln, Chester, SC 29706",4505.0,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,23.0,45023.0,20602.0,45023020602.0,Census Tract 206.02,23.0,45023.0,20602.0,45023020602.0,Census Tract 206.02,29706.0,34.70821,-81.13785,True
M.B.Capchem_LA_0,Manufacturing,Capchem,Batteries,EAM,Clean Tech Manufacturing,New,Announced,352.797334,2024-05-20,LA,"Ascension Parish, LA",,,,,,,,,,,,,,,,,,,,30.232697,-90.911762,False
M.B.PacketDigital_ND_0,Manufacturing,Packet Digital,Batteries,Cells,Clean Tech Manufacturing,New,Under Construction,11.155884,2024-02-22,ND,"1358 39th St N, Fargo, ND 58102",3800.0,ND-00,Kevin Cramer,Republican,John Hoeven,Republican,Julie Fedorchak,Republican,17.0,38017.0,10107.0,38017010107.0,Census Tract 101.07,17.0,38017.0,10107.0,38017010107.0,Census Tract 101.07,58102.0,46.8945,-96.84592,True
M.B.ESS_OR_0,Manufacturing,ESS Inc.,Batteries,Modules,Clean Tech Manufacturing,Expansion,Under Construction,50.399619,2024-06-28,OR,"26440 SW Parkway Ave, Wilsonville, OR 97070",4106.0,OR-06,Jeff Merkley,Democratic,Ron Wyden,Democratic,Andrea Salinas,Democratic,5.0,41005.0,24402.0,41005024402.0,Census Tract 244.02,5.0,41005.0,24400.0,41005024400.0,Census Tract 244,97070.0,45.32717,-122.76304,True
M.B.Foxlink_AZ_0,Manufacturing,Foxlink,Batteries,Modules,Clean Tech Manufacturing,Expansion,Operating,10.784738,2022-02-11,AZ,"2140 W Pinnacle Peak Rd., Phoenix AZ 85027",408.0,AZ-08,Ruben Gallego,Democratic,Mark Kelly,Democratic,Abraham Hamadeh,Republican,13.0,4013.0,612301.0,4013612301.0,Census Tract 6123.01,13.0,4013.0,612300.0,4013612300.0,Census Tract 6123,85085.0,33.70271,-112.10584,True
M.B.Vanadium_AR_0,Manufacturing,US Vanadium,Batteries,EAM,Clean Tech Manufacturing,Expansion,Operating,2.338921,2021-09-08,AR,"4285 Malvern Rd, Hot Springs, AR 71901",504.0,AR-04,John Boozman,Republican,Tom Cotton,Republican,Bruce Westerman,Republican,51.0,5051.0,10501.0,5051010501.0,Census Tract 105.01,51.0,5051.0,10500.0,5051010500.0,Census Tract 105,71901.0,34.46942,-92.96795,True
M.B.Hithium_TX_0,Manufacturing,Hithium,Batteries,Modules,Clean Tech Manufacturing,New,Operating,200.487712,2024-07-12,TX,"Mesquite, TX",,,,,,,,,,,,,,,,,,,,32.7674,-96.59759,False
M.B.Echandia_WA_0,Manufacturing,Echandia,Batteries,Modules,Clean Tech Manufacturing,New,Operating,,2024-07-21,WA,"15908 47th Ave NE, Marysville, WA 98271",5301.0,WA-01,Maria Cantwell,Democratic,Patty Murray,Democratic,Suzan DelBene,Democratic,61.0,53061.0,52803.0,53061052803.0,Census Tract 528.03,61.0,53061.0,52803.0,53061052803.0,Census Tract 528.03,98271.0,48.13956,-122.16932,True
M.B.Natron_NC_0,Manufacturing,Natron Energy,Batteries,Modules,Clean Tech Manufacturing,New,Canceled prior to operation,1403.413987,2024-08-14,NC,"Kingsboro Business Park, NC 27801",3701.0,NC-01,Ted Budd,Republican,Thom Tillis,Republican,Donald Davis,Democratic,65.0,37065.0,21300.0,37065021300.0,Census Tract 213,65.0,37065.0,21300.0,37065021300.0,Census Tract 213,27801.0,35.91777,-77.67136,True
M.B.Fenecon_SC_0,Manufacturing,Fenecon,Batteries,Modules,Clean Tech Manufacturing,New,Operating,1.503658,2024-07-17,SC,"315 Tanner Price Wy, Greenville, SC 29615",4504.0,SC-04,Lindsey Graham,Republican,Tim Scott,Republican,William Timmons,Republican,45.0,45045.0,2820.0,45045002820.0,Census Tract 28.20,45.0,45045.0,2808.0,45045002808.0,Census Tract 28.08,29615.0,34.85547,-82.26374,True
M.B.6KAdditives_PA_0,Manufacturing,6K Additives,Batteries,EAM,Clean Tech Manufacturing,Expansion,Under Construction,51.614962,2022-10-31,PA,"541 Steubenville Pike, Burgettstown, PA 15021",4214.0,PA-14,John Fetterman,Democratic,David McCormick,Republican,Guy Reschenthaler,Republican,125.0,42125.0,711000.0,42125711000.0,Census Tract 7110,125.0,42125.0,711000.0,42125711000.0,Census Tract 7110,15021.0,40.41293,-80.48045,True
M.B.ToyotaMaterial_NY_0,Manufacturing,Toyota Material Handling,Batteries,Modules,Clean Tech Manufacturing,New,Operating,15.638042,2024-09-09,NY,"196 Corporate Dr, Binghamton, NY 13904",3619.0,NY-19,Kirsten Gillibrand,Democratic,Chuck Schumer,Democratic,Josh Riley,Democratic,7.0,36007.0,12600.0,36007012600.0,Census Tract 126,7.0,36007.0,12600.0,36007012600.0,Census Tract 126,13795.0,42.10369,-75.81558,True
M.B.Enzinc_CA_0,Manufacturing,Enzinc,Batteries,EAM,Clean Tech Manufacturing,New,Operating,1.804389,2024-09-18,CA,"1960 Mandela Pkwy, Oakland, CA 94607",612.0,CA-12,Alex Padilla,Democratic,Adam Schiff,Democratic,Lateefah Simon,Democratic,1.0,6001.0,410500.0,6001410500.0,Census Tract 4105,1.0,6001.0,410500.0,6001410500.0,Census Tract 4105,94607.0,37.814681,-122.288743,True
M.B.ABTC_SC_0,Manufacturing,American Battery Technology Company,Batteries,EAM,Clean Tech Manufacturing,New,Announced,144.351153,2024-09-20,SC,SC,,,,,,,,,,,,,,,,,,,,33.9429,-80.52404,False
M.B.Forge_NC_1,Manufacturing,Forge Nano,Batteries,Cells,Clean Tech Manufacturing,Expansion,Announced,240.585255,2024-09-20,NC,"401 Southport Dr, Morrisville, NC 27560",3704.0,NC-04,Ted Budd,Republican,Thom Tillis,Republican,Valerie Foushee,Democratic,183.0,37183.0,53609.0,37183053609.0,Census Tract 536.09,183.0,37183.0,53609.0,37183053609.0,Census Tract 536.09,27560.0,35.836565,-78.81521,True
M.B.MitraChem_MI_0,Manufacturing,Mitra Chem,Batteries,EAM,Clean Tech Manufacturing,New,Announced,125.30482,2024-09-20,MI,"Muskegon, MI",,,,,,,,,,,,,,,,,,,,43.23526,-86.24795,False
M.B.NanoGraf_MI_0,Manufacturing,NanoGraf,Batteries,EAM,Clean Tech Manufacturing,New,Announced,175.426748,2024-09-20,MI,"2201 Industrial Ave, Flint, MI 48505",2608.0,MI-08,Gary Peters,Democratic,Elissa Slotkin,Democratic,Kristen McDonald Rivet,Democratic,49.0,26049.0,13600.0,26049013600.0,Census Tract 136,49.0,26049.0,13600.0,26049013600.0,Census Tract 136,48505.0,43.036382,-83.688902,True
M.B.Mobis_OH_0,Manufacturing,Mobis North America,Batteries,Modules,Clean Tech Manufacturing,Expansion,Under Construction,32.579253,2024-07-11,OH,"Toledo Trade Center Building 1, 5901 Skyview Dr, Toledo, OH 43612",3909.0,OH-09,Jon Husted,Republican,Bernie Moreno,Republican,Marcy Kaptur,Democratic,95.0,39095.0,5705.0,39095005705.0,Census Tract 57.05,95.0,39095.0,5702.0,39095005702.0,Census Tract 57.02,43612.0,41.72573,-83.53718,True
M.B.GreenNewEnergy_NC_0,Manufacturing,Green New Energy Materials,Batteries,EAM,Clean Tech Manufacturing,New,Operating,141.118934,2024-05-02,NC,"1011 Lincoln Commerce Ct, Denver, NC 28037",3710.0,NC-10,Ted Budd,Republican,Thom Tillis,Republican,Pat Harrigan,Republican,109.0,37109.0,71101.0,37109071101.0,Census Tract 711.01,109.0,37109.0,71101.0,37109071101.0,Census Tract 711.01,28037.0,35.460301,-81.012579,True
M.B.Sepion_CA_0,Manufacturing,Sepion,Batteries,EAM,Clean Tech Manufacturing,New,Announced,0.281801,2024-10-03,CA,"West Sacramento, CA",,,,,,,,,,,,,,,,,,,,38.577329,-121.494118,False
M.B.Lyten_NV_0,Manufacturing,Lyten,Batteries,"EAM, Cells",Clean Tech Manufacturing,New,Announced,998.642666,2024-10-15,NV,"13005 Moya Blvd, Reno, NV 89506",3202.0,NV-02,Catherine Cortez Masto,Democratic,Jacky Rosen,Democratic,Mark Amodei,Republican,31.0,32031.0,980100.0,32031980100.0,Census Tract 9801,31.0,32031.0,980100.0,32031980100.0,Census Tract 9801,89506.0,39.65962,-119.89656,True
M.B.Anthro_KY_0,Manufacturing,Anthro Energy,Batteries,EAM,Clean Tech Manufacturing,New,Announced,41.942992,2024-10-25,KY,"Louisville, KY",,,,,,,,,,,,,,,,,,,,38.24553,-85.77021,False
M.B.Moment_TX_0,Manufacturing,Moment Energy,Batteries,Modules,Clean Tech Manufacturing,New,Announced,29.95928,2024-10-23,TX,"Taylor, TX 76574",,,,,,,,,,,,,,,,,,,,30.570683,-97.408452,False
M.B.Microporous_VA_0,Manufacturing,Microporous,Batteries,EAM,Clean Tech Manufacturing,New,Announced,1348.1676,2024-11-13,VA,"Berry Hill, Pittsylvania County, VA 24069",5105.0,VA-05,Tim Kaine,Democratic,Mark Warner,Democratic,John McGuire,Republican,143.0,51143.0,11100.0,51143011100.0,Census Tract 111,143.0,51143.0,11100.0,51143011100.0,Census Tract 111,24541.0,36.552657,-79.609099,True
M.B.Lyten_CA_0,Manufacturing,Lyten,Batteries,"EAM, Cells",Clean Tech Manufacturing,New,Announced,19.972853,2024-11-13,CA,"2020 Williams St, San Leandro, CA 94577",612.0,CA-12,Alex Padilla,Democratic,Adam Schiff,Democratic,Lateefah Simon,Democratic,1.0,6001.0,432400.0,6001432400.0,Census Tract 4324,1.0,6001.0,432400.0,6001432400.0,Census Tract 4324,94577.0,37.711997,-122.178897,True
M.B.Shelbyville_KY_0,Manufacturing,Shelbyville Battery Manufacturing,Batteries,"Cells, Modules",Clean Tech Manufacturing,New,Announced,711.033578,2024-11-15,KY,"3053 Squire Cir, Shelbyville, KY  40065",2104.0,KY-04,Mitch McConnell,Republican,Rand Paul,Republican,Thomas Massie,Republican,211.0,21211.0,40202.0,21211040202.0,Census Tract 402.02,211.0,21211.0,40200.0,21211040200.0,Census Tract 402,40065.0,38.22,-85.21,True
M.B.ICL_MO_1,Manufacturing,ICL Group,Batteries,EAM,Clean Tech Manufacturing,New,Canceled prior to operation,546.257538,2024-11-20,MO,"460 E St. Louis, MO 63147",2901.0,MO-01,Josh Hawley,Republican,Eric Schmitt,Republican,Wesley Bell,Democratic,510.0,29510.0,127000.0,29510127000.0,Census Tract 1270,510.0,29510.0,127000.0,29510127000.0,Census Tract 1270,63147.0,38.690745,-90.208592,True
M.B.Rincell_CA_0,Manufacturing,Rincell,Batteries,Cells,Clean Tech Manufacturing,New,Under Construction,3.007316,2024-08-07,CA,CA,,,,,,,,,,,,,,,,,,,,36.589009,-119.803908,False
M.B.Birla_SC_0,Manufacturing,Birla Carbon,Batteries,EAM,Clean Tech Manufacturing,New,Announced,998.642666,2024-10-08,SC,"4100 St Matthews Rd, Orangeburg, SC, 29118",4506.0,SC-06,Lindsey Graham,Republican,Tim Scott,Republican,James Clyburn,Democratic,75.0,45075.0,10803.0,45075010803.0,Census Tract 108.03,75.0,45075.0,10800.0,45075010800.0,Census Tract 108,29118.0,33.576414,-80.818978,True
M.B.Wanrun_SC_0,Manufacturing,Wanrun New Energy,Batteries,EAM,Clean Tech Manufacturing,New,Announced,84.204839,2024-09-24,SC,"Gaffney, SC",4505.0,SC-05,Lindsey Graham,Republican,Tim Scott,Republican,Ralph Norman,Republican,21.0,45021.0,970201.0,45021970201.0,Census Tract 9702.01,21.0,45021.0,970201.0,45021970201.0,Census Tract 9702.01,29340.0,35.072504,-81.650423,True
M.B.Novonix_TN_3,Manufacturing,Novonix,Batteries,EAM,Clean Tech Manufacturing,New,Announced,999.076515,2025-01-06,TN,"190 Still Hollow Loop Road, Chattanooga, TN 37416",,,,,,,,,,,,,,,,,,,,35.077715,-85.125656,False
M.B.LBC_FL_0,Manufacturing,Lithium Battery Company,Batteries,"Modules, Packs",Clean Tech Manufacturing,New,Operating,3.996306,2025-01-22,FL,"5201 S West Shore Blvd, Tampa, FL 33611",1214.0,FL-14,Ashley B. Moody,Republican,Rick Scott,Republican,Kathy Castor,Democratic,57.0,12057.0,7102.0,12057007102.0,Census Tract 71.02,57.0,12057.0,7102.0,12057007102.0,Census Tract 71.02,33611.0,27.889404,-82.527024,True
M.B.OctillionPowerSystems_NV_0,Manufacturing,Octillion Power Systems,Batteries,Modules,Clean Tech Manufacturing,New,Operating,68.580325,2024-07-22,NV,"880 N Hills Blvd, Reno, NV 89506",3202.0,NV-02,Catherine Cortez Masto,Democratic,Jacky Rosen,Democratic,Mark Amodei,Republican,31.0,32031.0,2623.0,32031002623.0,Census Tract 26.23,31.0,32031.0,2617.0,32031002617.0,Census Tract 26.17,89506.0,39.598277,-119.833164,True
M.B.Honda_OH_2,Manufacturing,Honda,Batteries,"Modules, Packs",Clean Tech Manufacturing,Expansion,Under Construction,49.953826,2025-01-29,OH,"24000 Honda Pkwy, Marysville, OH 43040",3904.0,OH-04,Jon Husted,Republican,Bernie Moreno,Republican,Jim Jordan,Republican,159.0,39159.0,50301.0,39159050301.0,Census Tract 503.01,159.0,39159.0,50301.0,39159050301.0,Census Tract 503.01,43040.0,40.276864,-83.506498,True
M.B.Honda_OH_1,Manufacturing,Honda,Batteries,"Modules, Packs",Clean Tech Manufacturing,Expansion,Under Construction,49.953826,2025-01-29,OH,"11000 OH-347, East Liberty, OH 43319",3904.0,OH-04,Jon Husted,Republican,Bernie Moreno,Republican,Jim Jordan,Republican,91.0,39091.0,4700.0,39091004700.0,Census Tract 47,91.0,39091.0,4700.0,39091004700.0,Census Tract 47,43067.0,40.32825,-83.55141,True
M.B.LG_MI_3,Manufacturing,LG,Batteries,"Cells, Modules",Clean Tech Manufacturing,Expansion,Operating,1398.707122,2025-02-25,MI,"1 LG Way, Holland, MI 49423",2604.0,MI-04,Gary Peters,Democratic,Elissa Slotkin,Democratic,Bill Huizenga,Republican,5.0,26005.0,32401.0,26005032401.0,Census Tract 324.01,5.0,26005.0,32401.0,26005032401.0,Census Tract 324.01,49423.0,42.755715,-86.069522,True
M.B.Tesla_TX_3,Manufacturing,Tesla,Batteries,Packs,Clean Tech Manufacturing,New,Under Construction,149.861477,2025-03-12,TX,"111 Empire Blvd, Brookshire, TX 77423",4810.0,TX-10,John Cornyn,Republican,Ted Cruz,Republican,Michael McCaul,Republican,473.0,48473.0,680202.0,48473680202.0,Census Tract 6802.02,473.0,48473.0,680200.0,48473680200.0,Census Tract 6802,77423.0,29.780017,-95.931413,True
M.B.Coreshell_CA_0,Manufacturing,Coreshell,Batteries,Cells,Clean Tech Manufacturing,New,Operating,0.593644,2024-12-11,CA,"2020 Williams St, San Leandro, CA 94577",612.0,CA-12,Alex Padilla,Democratic,Adam Schiff,Democratic,Lateefah Simon,Democratic,1.0,6001.0,432400.0,6001432400.0,Census Tract 4324,1.0,6001.0,432400.0,6001432400.0,Census Tract 4324,94577.0,37.712213,-122.179019,True
M.B.Stryten_GA_0,Manufacturing,Stryten Energy,Batteries,Modules,Clean Tech Manufacturing,Expansion,Under Construction,,2025-04-01,GA,"2130 Ronald Reagan Blvd, Cumming, GA 30041",1307.0,GA-07,Jon Ossoff,Democratic,Raphael Warnock,Democratic,Rich McCormick,Republican,117.0,13117.0,130512.0,13117130512.0,Census Tract 1305.12,117.0,13117.0,130510.0,13117130510.0,Census Tract 1305.10,30041.0,34.159675,-84.154167,True
M.B.EnerSys_KY_0,Manufacturing,EnerSys,Batteries,Modules,Clean Tech Manufacturing,Expansion,Under Construction,,2025-04-01,KY,"761 Eastern Bypass, Richmond, KY 40475",2106.0,KY-06,Mitch McConnell,Republican,Rand Paul,Republican,Andy Barr,Republican,151.0,21151.0,10500.0,21151010500.0,Census Tract 105,151.0,21151.0,10500.0,21151010500.0,Census Tract 105,40475.0,37.73407,-84.29283,True
M.B.EternityTechnologies_AZ_0,Manufacturing,Eternity Technologies,Batteries,Modules,Clean Tech Manufacturing,New,Announced,9.990765,2025-03-14,AZ,"1725 W Williams Dr, Phoenix, AZ 85027",401.0,AZ-01,Ruben Gallego,Democratic,Mark Kelly,Democratic,David Schweikert,Republican,13.0,4013.0,614700.0,4013614700.0,Census Tract 6147,13.0,4013.0,614700.0,4013614700.0,Census Tract 6147,85027.0,33.68972,-112.09603,True
M.B.DaimlerTruck_MI_0,Manufacturing,Daimler Truck North America,Batteries,"Cells, Modules, Packs",Clean Tech Manufacturing,Expansion,Under Construction,94.049767,2025-04-01,MI,"13400 Outer Dr W, Detroit, MI 48239",2612.0,MI-12,Gary Peters,Democratic,Elissa Slotkin,Democratic,Rashida Tlaib,Democratic,163.0,26163.0,981800.0,26163981800.0,Census Tract 9818,163.0,26163.0,555400.0,26163555400.0,Census Tract 5554,48239.0,42.37847,-83.26812,True
M.B.Solvay_WI_0,Manufacturing,Solvay,Batteries,EAM,Clean Tech Manufacturing,New,Operating,,2025-04-17,WI,"3408 McAllens Wy, Madison, WI 53718",5502.0,WI-02,Tammy Baldwin,Democratic,Ronald Harold Johnson,Republican,Mark Pocan,Democratic,25.0,55025.0,11407.0,55025011407.0,Census Tract 114.07,25.0,55025.0,11401.0,55025011401.0,Census Tract 114.01,53718.0,43.05166,-89.271385,True
M.B.BASF_PA_0,Manufacturing,BASF,Batteries,EAM,Clean Tech Manufacturing,Expansion,Operating,,2025-03-31,PA,"370 Frankfort Rd, Monaca, PA 15061",4217.0,PA-17,John Fetterman,Democratic,David McCormick,Republican,Chris Deluzio,Democratic,7.0,42007.0,605500.0,42007605500.0,Census Tract 6055,7.0,42007.0,605500.0,42007605500.0,Census Tract 6055,15061.0,40.66125,-80.34574,True
